c	seed = 1
c
c	Grid directed network
c
T	g d
c
c	d = 4
c
N	25
c
A	80
c
k	2
c
c	5x5
c
s	1
c
t	25
c
a	3 4 999 80 
a	12 17 1 274 
a	8 3 998 990 
a	14 15 1 483 
a	8 7 498 163 
a	21 16 213 184 
a	1 6 1 64 
a	12 7 130 851 
a	10 15 998 189 
a	23 22 306 820 
a	24 23 600 469 
a	13 14 999 940 
a	21 22 1 458 
a	11 6 831 89 
a	11 12 1 808 
a	13 12 1 607 
a	22 23 912 872 
a	7 8 1 94 
a	19 24 560 1 
a	22 17 517 587 
a	7 6 298 157 
a	2 7 1 1 
a	6 11 1 1 
a	23 18 308 404 
a	9 14 1 209 
a	17 12 141 655 
a	13 18 999 758 
a	7 12 1 754 
a	20 25 1 380 
a	10 9 762 946 
a	4 3 1 758 
a	17 18 999 549 
a	15 10 372 321 
a	8 13 1 86 
a	3 2 1 631 
a	24 19 999 545 
a	25 24 987 828 
a	8 9 999 803 
a	2 3 1 69 
a	5 10 1 487 
a	11 16 995 815 
a	17 22 202 691 
a	6 1 999 944 
a	15 14 999 938 
a	15 20 384 676 
a	9 10 1 217 
a	16 17 1 732 
a	20 19 467 457 
a	19 14 417 28 
a	12 11 429 356 
a	7 2 560 637 
a	18 19 472 1 
a	14 9 415 885 
a	14 13 999 210 
a	18 13 198 683 
a	14 19 1 92 
a	5 4 922 143 
a	12 13 1 284 
a	2 1 675 27 
a	19 20 12 547 
a	6 7 1 345 
a	20 15 1 760 
a	4 9 1 629 
a	19 18 476 616 
a	16 21 483 984 
a	18 17 893 495 
a	16 11 508 543 
a	23 24 173 910 
a	9 8 586 147 
a	17 16 722 72 
a	4 5 1 272 
a	22 21 32 90 
a	13 8 1 318 
a	18 23 970 934 
a	1 2 564 733 
a	9 4 14 465 
a	10 5 588 668 
a	24 25 1 297 
a	3 8 999 142 
a	25 20 783 591 
